場名,場コード,開催日,レース,枠,登録番号,級別,氏名,F数,L数,平均ST,全国勝率,全国2連率,全国3連率,当地勝率,当地2連率,当地3連率,支部,出身,年齢,締切時刻
平和島,04,20260620,6R,6,4427,A1,秦　　　英悟,0,0,0.14,6.42,43.70,56.30,6.14,32.14,57.14,大阪,大阪,40,14:28
平和島,04,20260620,7R,1,5273,B1,山下　　拓巳,0,0,0.18,3.89,18.45,33.98,5.14,42.86,42.86,兵庫,兵庫,24,15:00
平和島,04,20260620,7R,2,4040,A2,廣瀬　　将亨,0,0,0.15,5.74,38.98,52.54,4.60,20.00,40.00,兵庫,兵庫,47,15:00
平和島,04,20260620,7R,3,4863,B1,三浦　　裕貴,1,0,0.15,4.47,20.00,44.29,4.36,22.22,38.89,東京,北海道,37,15:00
平和島,04,20260620,7R,4,3419,B2,栗原　　謙治,0,0,0.17,2.37,3.33,3.33,4.50,33.33,33.33,群馬,群馬,56,15:00
平和島,04,20260620,7R,5,4581,A1,吉村　　　誠,1,0,0.14,6.25,47.01,60.45,7.27,63.64,81.82,静岡,静岡,36,15:00
平和島,04,20260620,7R,6,4429,B1,豊田　　泰洋,0,0,0.17,3.35,10.00,22.50,3.50,0.00,33.33,広島,広島,40,15:00
平和島,04,20260620,8R,1,4331,A2,三好　　勇人,0,0,0.15,6.12,42.48,60.18,7.30,70.00,80.00,香川,愛媛,42,15:32
平和島,04,20260620,8R,2,3072,B1,西田　　　靖,0,0,0.15,4.18,18.18,35.06,4.79,25.61,43.90,東京,神奈川,64,15:32
平和島,04,20260620,8R,3,3976,B1,内田　　　圭,0,0,0.18,3.47,16.47,24.71,0.00,0.00,0.00,山口,山口,49,15:32
平和島,04,20260620,8R,4,4757,A1,山田　　祐也,0,0,0.13,7.01,49.11,63.39,6.17,44.44,55.56,徳島,高知,36,15:32
平和島,04,20260620,8R,5,5023,B1,久永　　祥平,0,0,0.15,5.80,37.50,58.75,4.95,28.57,52.38,東京,神奈川,31,15:32
平和島,04,20260620,8R,6,4491,B1,田中　　　堅,0,0,0.19,4.47,21.84,40.23,5.24,34.48,48.28,群馬,群馬,39,15:32
平和島,04,20260620,9R,1,4424,A2,松尾　　昂明,0,0,0.16,5.71,38.28,57.81,6.03,44.44,58.33,福岡,福岡,41,16:05
平和島,04,20260620,9R,2,4950,A2,高岡　　竜也,0,0,0.17,6.85,55.56,68.25,5.18,27.27,54.55,山口,山口,33,16:05
平和島,04,20260620,9R,3,4715,A1,村上　　　遼,0,0,0.12,6.03,36.21,67.24,5.32,32.00,40.00,長崎,長崎,34,16:05
平和島,04,20260620,9R,4,4119,A2,泥谷　　一毅,0,0,0.17,5.85,34.69,62.24,7.00,60.00,75.00,大阪,大阪,44,16:05
平和島,04,20260620,9R,5,3587,B1,武田　　信一,0,0,0.17,4.19,18.95,34.74,0.00,0.00,0.00,徳島,徳島,53,16:05
平和島,04,20260620,9R,6,5022,B1,伊藤　　尚汰,0,0,0.16,4.59,31.43,38.57,4.50,16.67,41.67,福岡,福岡,31,16:05
平和島,04,20260620,10R,1,4633,A2,森　　　智也,0,0,0.15,5.51,30.97,54.87,4.26,26.09,39.13,兵庫,兵庫,37,16:37
平和島,04,20260620,10R,2,4565,B1,西村　　豪洋,0,0,0.18,3.80,13.33,32.22,4.71,28.57,35.71,愛知,愛知,38,16:37
平和島,04,20260620,10R,3,4034,B1,西原　　明生,0,0,0.18,3.49,13.95,22.09,0.00,0.00,0.00,香川,愛媛,47,16:37
平和島,04,20260620,10R,4,4468,A1,大池　　佑来,1,0,0.13,6.51,47.32,64.29,6.91,51.52,70.71,東京,神奈川,39,16:37
平和島,04,20260620,10R,5,5098,B1,大江　　　純,0,0,0.16,5.48,35.48,53.76,4.40,23.33,40.00,愛知,愛知,30,16:37
平和島,04,20260620,10R,6,4319,A2,三宅　　　潤,0,0,0.17,5.64,36.84,57.02,5.50,30.00,55.00,大阪,大阪,41,16:37
平和島,04,20260620,11R,1,4261,A1,岡　　　祐臣,0,0,0.16,6.23,43.65,61.90,6.05,40.91,61.36,三重,三重,42,17:08
平和島,04,20260620,11R,2,4315,B1,山崎　　昂介,0,0,0.19,4.96,32.22,38.89,5.35,29.41,52.94,長崎,長崎,42,17:08
平和島,04,20260620,11R,3,4427,A1,秦　　　英悟,0,0,0.14,6.42,43.70,56.30,6.14,32.14,57.14,大阪,大阪,40,17:08
平和島,04,20260620,11R,4,4962,A2,畑　　　竜生,0,0,0.15,5.65,35.19,57.41,5.52,33.33,52.38,三重,三重,29,17:08
平和島,04,20260620,11R,5,3661,B1,柳瀬　　興志,0,0,0.16,5.26,29.55,51.14,4.57,28.57,42.86,山口,山口,56,17:08
平和島,04,20260620,11R,6,4040,A2,廣瀬　　将亨,0,0,0.15,5.74,38.98,52.54,4.60,20.00,40.00,兵庫,兵庫,47,17:08
平和島,04,20260620,12R,1,4757,A1,山田　　祐也,0,0,0.13,7.01,49.11,63.39,6.17,44.44,55.56,徳島,高知,36,17:42
平和島,04,20260620,12R,2,5226,A2,藤田　　俊祐,0,0,0.15,6.14,44.44,69.44,5.63,45.83,50.00,東京,東京,24,17:42
平和島,04,20260620,12R,3,4411,A2,沢田　　昭宏,0,0,0.16,5.65,37.50,55.83,5.78,37.50,56.25,大阪,大阪,40,17:42
平和島,04,20260620,12R,4,4429,B1,豊田　　泰洋,0,0,0.17,3.35,10.00,22.50,3.50,0.00,33.33,広島,広島,40,17:42
平和島,04,20260620,12R,5,3377,B1,塚田　　修二,0,0,0.18,4.29,20.51,41.03,4.32,20.75,37.74,東京,東京,58,17:42
平和島,04,20260620,12R,6,4588,A2,田中　　京介,0,0,0.15,5.48,37.61,55.56,6.65,50.00,65.38,福岡,福岡,35,17:42
多摩川,05,20260620,1R,1,5304,B2,井田　　涼介,0,0,0.17,2.08,3.92,9.80,1.46,2.86,2.86,群馬,群馬,23,11:30
多摩川,05,20260620,1R,2,4731,B1,間野　　兼礼,1,0,0.15,5.10,32.10,49.38,5.63,40.00,57.14,愛知,愛知,37,11:30
多摩川,05,20260620,1R,3,3771,B1,折下　　寛法,0,0,0.16,5.12,31.46,50.56,5.18,25.00,46.43,東京,東京,52,11:30
多摩川,05,20260620,1R,4,5422,B2,真田　　聖也,1,0,,1.42,0.00,0.00,1.50,0.00,0.00,埼玉,埼玉,24,11:30
多摩川,05,20260620,1R,5,4558,B1,宮野　　　仁,0,0,0.23,4.76,31.03,43.68,4.94,25.00,56.25,岡山,岡山,36,11:30
多摩川,05,20260620,1R,6,4293,A2,鈴木　　智啓,0,0,0.15,4.89,28.85,47.12,6.11,47.37,68.42,愛知,愛知,40,11:30
多摩川,05,20260620,2R,1,5035,B1,櫻井　　　優,0,0,0.17,5.64,37.11,55.67,4.94,36.17,48.94,埼玉,埼玉,28,12:05
多摩川,05,20260620,2R,2,5135,A2,仲　　　航太,0,0,0.16,3.88,21.67,28.33,5.98,40.00,60.00,東京,神奈川,26,12:05
多摩川,05,20260620,2R,3,4339,B1,平瀬　　城啓,0,0,0.17,3.87,16.67,32.14,2.85,7.41,18.52,福井,富山,42,12:05
多摩川,05,20260620,2R,4,4626,B1,伊藤　　紘章,0,0,0.23,4.48,24.64,43.48,4.50,16.67,46.67,愛知,愛知,40,12:05
多摩川,05,20260620,2R,5,3948,B1,大町　　利克,0,0,0.19,4.11,18.06,38.89,4.54,28.57,42.86,大阪,長崎,50,12:05
多摩川,05,20260620,2R,6,3656,B1,伯母　　芳恒,0,0,0.16,5.18,30.26,50.00,5.06,30.34,48.31,東京,山梨,52,12:05
多摩川,05,20260620,3R,1,5341,B2,山道　　諄也,0,0,0.20,3.08,12.90,17.74,1.85,0.00,3.85,群馬,群馬,24,12:35
多摩川,05,20260620,3R,2,4253,B1,西川　　真人,0,0,0.18,4.10,16.67,37.96,4.61,21.43,35.71,滋賀,滋賀,43,12:35
多摩川,05,20260620,3R,3,4197,B1,渥美　　卓郎,0,0,0.18,3.76,15.05,29.03,3.92,24.00,24.00,静岡,静岡,44,12:35
多摩川,05,20260620,3R,4,3863,B1,海老澤　泰行,0,0,0.18,4.65,21.79,47.44,5.00,33.33,47.22,東京,東京,52,12:35
多摩川,05,20260620,3R,5,4539,A1,金子　　賢志,0,0,0.14,6.63,50.83,62.50,6.89,48.15,66.67,群馬,群馬,35,12:35
多摩川,05,20260620,3R,6,3681,B1,山谷　　　央,1,0,0.15,4.63,23.08,35.38,5.08,27.08,47.92,東京,東京,52,12:35
多摩川,05,20260620,4R,1,5109,B1,川崎　　智稔,0,0,0.14,5.16,31.25,49.11,5.44,33.33,55.56,岡山,岡山,26,13:03
多摩川,05,20260620,4R,2,4295,A1,小坂　　尚哉,0,0,0.15,7.17,53.28,76.23,6.53,47.37,65.79,兵庫,大阪,39,13:03
多摩川,05,20260620,4R,3,3814,B1,金子　　貴志,0,0,0.17,5.09,30.43,47.83,3.61,16.67,22.22,福井,福井,50,13:03
多摩川,05,20260620,4R,4,5141,A2,大澤　　風葵,0,0,0.12,6.77,56.67,72.22,6.04,50.00,60.71,群馬,群馬,25,13:03
多摩川,05,20260620,4R,5,5074,B1,大澤　　誠也,0,0,0.17,4.49,25.58,37.21,3.31,12.50,31.25,愛知,愛知,30,13:03
多摩川,05,20260620,4R,6,4944,B1,田代　　達也,0,0,0.15,4.07,20.55,31.51,3.57,17.39,30.43,東京,東京,35,13:03
多摩川,05,20260620,5R,1,3831,B1,安藤　　裕貴,0,0,0.15,4.62,31.91,43.62,4.27,26.92,34.62,愛知,愛知,51,13:33
多摩川,05,20260620,5R,2,4877,A1,鈴谷　　一平,0,0,0.13,5.89,40.78,55.34,5.42,36.84,52.63,兵庫,兵庫,31,13:33
多摩川,05,20260620,5R,3,4731,B1,間野　　兼礼,1,0,0.15,5.10,32.10,49.38,5.63,40.00,57.14,愛知,愛知,37,13:33
多摩川,05,20260620,5R,4,3772,B1,一柳　　和孝,0,0,0.15,4.82,21.05,48.68,5.51,32.43,51.35,埼玉,埼玉,52,13:33
多摩川,05,20260620,5R,5,4448,A1,青木　　玄太,0,0,0.17,7.20,58.41,70.80,6.89,55.56,77.78,滋賀,滋賀,39,13:33
多摩川,05,20260620,5R,6,4186,B1,小川　　時光,0,0,0.17,3.47,13.24,26.47,4.58,29.17,41.67,埼玉,埼玉,45,13:33
多摩川,05,20260620,6R,1,4558,B1,宮野　　　仁,0,0,0.23,4.76,31.03,43.68,4.94,25.00,56.25,岡山,岡山,36,14:04
多摩川,05,20260620,6R,2,3463,B1,乙津　　康志,0,0,0.20,4.96,24.04,50.00,5.05,25.58,46.51,東京,東京,58,14:04
多摩川,05,20260620,6R,3,3983,A2,須藤　　博倫,0,0,0.14,6.66,46.96,69.57,7.10,63.41,73.17,埼玉,埼玉,48,14:04
多摩川,05,20260620,6R,4,4933,A1,板橋　　侑我,0,0,0.13,6.41,39.08,60.92,6.30,43.33,73.33,静岡,静岡,30,14:04
多摩川,05,20260620,6R,5,4626,B1,伊藤　　紘章,0,0,0.23,4.48,24.64,43.48,4.50,16.67,46.67,愛知,愛知,40,14:04
多摩川,05,20260620,6R,6,4081,B1,樋口　　範政,0,0,0.19,4.63,24.47,39.36,4.20,27.50,35.00,愛知,愛知,47,14:04
多摩川,05,20260620,7R,1,3948,B1,大町　　利克,0,0,0.19,4.11,18.06,38.89,4.54,28.57,42.86,大阪,長崎,50,14:35
多摩川,05,20260620,7R,2,4298,A1,宮下　　元胤,0,0,0.17,5.77,39.84,58.54,5.91,34.88,60.47,愛知,愛知,43,14:35
多摩川,05,20260620,7R,3,4128,B1,川口　　貴久,1,0,0.17,5.56,34.52,53.57,5.44,36.00,48.00,東京,東京,46,14:35
多摩川,05,20260620,7R,4,4197,B1,渥美　　卓郎,0,0,0.18,3.76,15.05,29.03,3.92,24.00,24.00,静岡,静岡,44,14:35
多摩川,05,20260620,7R,5,4124,A1,池田　　雄一,0,0,0.17,6.03,40.63,62.50,5.79,31.58,63.16,静岡,静岡,44,14:35
多摩川,05,20260620,7R,6,5422,B2,真田　　聖也,1,0,,1.42,0.00,0.00,1.50,0.00,0.00,埼玉,埼玉,24,14:35
多摩川,05,20260620,8R,1,5049,A2,松井　　友汰,1,0,0.16,5.94,43.40,60.38,5.30,30.00,50.00,大阪,大阪,31,15:07
多摩川,05,20260620,8R,2,5035,B1,櫻井　　　優,0,0,0.17,5.64,37.11,55.67,4.94,36.17,48.94,埼玉,埼玉,28,15:07
多摩川,05,20260620,8R,3,4253,B1,西川　　真人,0,0,0.18,4.10,16.67,37.96,4.61,21.43,35.71,滋賀,滋賀,43,15:07
多摩川,05,20260620,8R,4,4407,B1,鹿島　　敏弘,0,0,0.18,5.13,28.72,47.87,4.30,16.67,33.33,群馬,青森,40,15:07
多摩川,05,20260620,8R,5,5095,A2,小原　　聡将,0,0,0.14,6.38,42.16,67.65,4.47,26.32,36.84,東京,千葉,32,15:07
多摩川,05,20260620,8R,6,3814,B1,金子　　貴志,0,0,0.17,5.09,30.43,47.83,3.61,16.67,22.22,福井,福井,50,15:07
多摩川,05,20260620,9R,1,4295,A1,小坂　　尚哉,0,0,0.15,7.17,53.28,76.23,6.53,47.37,65.79,兵庫,大阪,39,15:40
多摩川,05,20260620,9R,2,4339,B1,平瀬　　城啓,0,0,0.17,3.87,16.67,32.14,2.85,7.41,18.52,福井,富山,42,15:40
多摩川,05,20260620,9R,3,5234,A2,塚越　　海斗,0,0,0.16,7.07,55.15,76.47,6.86,52.38,76.19,群馬,群馬,27,15:40
多摩川,05,20260620,9R,4,4186,B1,小川　　時光,0,0,0.17,3.47,13.24,26.47,4.58,29.17,41.67,埼玉,埼玉,45,15:40
多摩川,05,20260620,9R,5,5304,B2,井田　　涼介,0,0,0.17,2.08,3.92,9.80,1.46,2.86,2.86,群馬,群馬,23,15:40
多摩川,05,20260620,9R,6,4360,B1,庄司　　孝輔,0,0,0.18,5.69,33.01,60.19,5.55,40.00,60.00,静岡,静岡,41,15:40
多摩川,05,20260620,10R,1,4448,A1,青木　　玄太,0,0,0.17,7.20,58.41,70.80,6.89,55.56,77.78,滋賀,滋賀,39,16:15
多摩川,05,20260620,10R,2,4401,A2,小林　　　泰,0,0,0.14,5.54,40.86,54.84,6.10,46.67,63.33,東京,山梨,41,16:15
多摩川,05,20260620,10R,3,5141,A2,大澤　　風葵,0,0,0.12,6.77,56.67,72.22,6.04,50.00,60.71,群馬,群馬,25,16:15
多摩川,05,20260620,10R,4,4081,B1,樋口　　範政,0,0,0.19,4.63,24.47,39.36,4.20,27.50,35.00,愛知,愛知,47,16:15
多摩川,05,20260620,10R,5,4790,A2,柳内　　敬太,1,0,0.16,6.30,44.92,67.80,7.19,59.26,77.78,兵庫,兵庫,36,16:15
多摩川,05,20260620,10R,6,3771,B1,折下　　寛法,0,0,0.16,5.12,31.46,50.56,5.18,25.00,46.43,東京,東京,52,16:15
多摩川,05,20260620,11R,1,4933,A1,板橋　　侑我,0,0,0.13,6.41,39.08,60.92,6.30,43.33,73.33,静岡,静岡,30,16:48
多摩川,05,20260620,11R,2,4124,A1,池田　　雄一,0,0,0.17,6.03,40.63,62.50,5.79,31.58,63.16,静岡,静岡,44,16:48
多摩川,05,20260620,11R,3,5074,B1,大澤　　誠也,0,0,0.17,4.49,25.58,37.21,3.31,12.50,31.25,愛知,愛知,30,16:48
多摩川,05,20260620,11R,4,3656,B1,伯母　　芳恒,0,0,0.16,5.18,30.26,50.00,5.06,30.34,48.31,東京,山梨,52,16:48
多摩川,05,20260620,11R,5,4877,A1,鈴谷　　一平,0,0,0.13,5.89,40.78,55.34,5.42,36.84,52.63,兵庫,兵庫,31,16:48
多摩川,05,20260620,11R,6,4925,A2,森　　　悠稀,0,0,0.12,5.36,27.17,53.26,5.09,27.27,36.36,兵庫,兵庫,33,16:48
多摩川,05,20260620,12R,1,4762,A1,藤原　啓史朗,0,0,0.12,7.02,48.00,68.00,5.94,33.33,50.00,岡山,岡山,36,17:20
多摩川,05,20260620,12R,2,4539,A1,金子　　賢志,0,0,0.14,6.63,50.83,62.50,6.89,48.15,66.67,群馬,群馬,35,17:20
多摩川,05,20260620,12R,3,5095,A2,小原　　聡将,0,0,0.14,6.38,42.16,67.65,4.47,26.32,36.84,東京,千葉,32,17:20
多摩川,05,20260620,12R,4,5432,B2,安藤　　瑠希,0,0,,2.66,6.25,17.19,0.00,0.00,0.00,静岡,静岡,21,17:20
多摩川,05,20260620,12R,5,5109,B1,川崎　　智稔,0,0,0.14,5.16,31.25,49.11,5.44,33.33,55.56,岡山,岡山,26,17:20
多摩川,05,20260620,12R,6,4298,A1,宮下　　元胤,0,0,0.17,5.77,39.84,58.54,5.91,34.88,60.47,愛知,愛知,43,17:20
浜名湖,06,20260620,1R,1,3502,B1,渡邉　　英児,0,0,0.18,5.89,39.58,65.63,5.92,41.82,59.09,静岡,静岡,56,11:33
浜名湖,06,20260620,1R,2,3860,B1,松本　　浩貴,0,0,0.19,3.79,17.28,25.93,4.52,18.52,44.44,埼玉,埼玉,53,11:33
浜名湖,06,20260620,1R,3,4380,B1,鈴木　　峻佑,0,0,0.17,4.56,27.27,32.95,5.02,33.33,42.11,静岡,静岡,41,11:33
浜名湖,06,20260620,1R,4,3313,B1,本吉　　正樹,0,0,0.19,4.48,25.00,37.50,3.76,10.34,27.59,東京,東京,60,11:33
浜名湖,06,20260620,1R,5,5254,B1,羽田　　妃希,0,0,0.17,4.05,17.33,32.00,2.70,7.41,18.52,愛知,愛知,23,11:33
浜名湖,06,20260620,1R,6,4382,B1,高山　　智至,0,0,0.16,5.06,26.58,46.84,4.58,21.05,42.11,滋賀,京都,41,11:33
浜名湖,06,20260620,2R,1,4618,B1,乃村　　康友,1,0,0.17,5.20,31.87,53.85,4.73,26.83,48.78,三重,香川,43,11:58
浜名湖,06,20260620,2R,2,4737,A2,竹井　　貴史,1,0,0.16,7.55,61.79,81.30,6.78,44.44,66.67,福岡,福岡,34,11:58
浜名湖,06,20260620,2R,3,4247,B1,齊藤　　　優,0,0,0.16,5.28,29.03,51.61,0.00,0.00,0.00,徳島,徳島,44,11:58
浜名湖,06,20260620,2R,4,3224,B1,栗山　　繁洋,0,0,0.19,3.77,15.56,30.00,4.19,19.23,34.62,佐賀,佐賀,61,11:58
浜名湖,06,20260620,2R,5,4391,A1,松田　　祐季,0,0,0.17,6.43,45.28,59.43,6.80,60.00,70.00,福井,福井,40,11:58
浜名湖,06,20260620,2R,6,5454,B2,谷島　　咲希,0,0,,1.40,0.00,0.00,0.00,0.00,0.00,埼玉,埼玉,20,11:58
浜名湖,06,20260620,3R,1,4484,B1,稲生　　夏季,0,0,0.19,4.68,22.97,39.19,3.63,0.00,37.50,東京,東京,35,12:28
浜名湖,06,20260620,3R,2,4789,A2,古賀　　智之,0,0,0.17,5.82,40.00,59.20,4.24,14.29,42.86,福岡,福岡,36,12:28
浜名湖,06,20260620,3R,3,4930,A2,佐藤　　　悠,0,0,0.14,5.85,40.91,55.45,5.04,34.78,47.83,福井,石川,30,12:28
浜名湖,06,20260620,3R,4,5344,B1,谷口　　　丞,0,0,0.16,4.46,25.84,39.33,2.78,11.11,11.11,滋賀,滋賀,23,12:28
浜名湖,06,20260620,3R,5,5366,B2,塩嶋　　泰空,0,0,0.19,1.34,1.49,1.49,1.00,0.00,0.00,福井,石川,24,12:28
浜名湖,06,20260620,3R,6,3623,A1,深川　　真二,0,0,0.14,7.55,62.83,79.65,7.80,65.85,75.61,佐賀,佐賀,52,12:28
浜名湖,06,20260620,4R,1,3952,A1,中澤　　和志,0,0,0.15,6.65,46.56,64.89,6.71,46.94,63.27,埼玉,岩手,49,13:00
浜名湖,06,20260620,4R,2,3987,B1,後藤　　正宗,0,0,0.15,6.11,42.00,64.00,5.84,35.40,61.06,静岡,静岡,48,13:00
浜名湖,06,20260620,4R,3,5185,B1,加藤　　優弥,0,0,0.15,5.24,33.68,51.58,5.12,32.00,44.00,福井,福井,26,13:00
浜名湖,06,20260620,4R,4,4327,B1,加藤　　　翔,0,0,0.18,3.92,17.89,34.74,5.27,36.96,47.83,静岡,静岡,43,13:00
浜名湖,06,20260620,4R,5,5106,B1,山崎　　　祥,0,0,0.19,5.41,30.23,53.49,0.00,0.00,0.00,山口,山口,27,13:00
浜名湖,06,20260620,4R,6,4395,B1,下河　　雅史,0,0,0.18,5.15,33.33,47.92,5.64,36.11,52.78,福岡,福岡,40,13:00
浜名湖,06,20260620,5R,1,4003,B1,表　　　憲一,0,0,0.16,5.60,38.27,59.26,4.50,12.50,25.00,福井,石川,48,13:28
浜名湖,06,20260620,5R,2,3896,B1,上田　　洋平,0,0,0.17,5.49,33.73,59.04,5.22,27.78,50.00,滋賀,滋賀,49,13:28
浜名湖,06,20260620,5R,3,3385,A2,渡邉　　睦広,0,0,0.17,5.43,38.89,53.70,5.35,38.24,44.12,東京,神奈川,57,13:28
浜名湖,06,20260620,5R,4,4356,A1,長岡　　良也,0,0,0.15,5.04,32.43,45.95,6.68,47.37,68.42,兵庫,兵庫,42,13:28
浜名湖,06,20260620,5R,5,5357,B2,田中　瀬里奈,0,0,0.19,1.64,1.30,2.60,1.00,0.00,0.00,埼玉,北海道,21,13:28
浜名湖,06,20260620,5R,6,4361,A1,柳生　　泰二,0,0,0.15,7.17,51.40,69.16,7.35,70.00,80.00,山口,山口,41,13:28
浜名湖,06,20260620,6R,1,4023,B1,柴田　　友和,0,0,0.18,4.00,21.43,33.33,5.06,35.29,47.06,福岡,福岡,48,14:02
浜名湖,06,20260620,6R,2,4856,A1,豊田　健士郎,0,0,0.14,7.07,52.24,71.64,6.08,41.67,52.78,三重,三重,30,14:02
浜名湖,06,20260620,6R,3,4903,A1,吉田　凌太朗,0,0,0.15,6.67,51.89,65.09,6.40,50.00,70.00,愛知,愛知,32,14:02
浜名湖,06,20260620,6R,4,5060,B1,数原　　　魁,0,0,0.17,5.95,46.15,59.34,4.26,10.53,47.37,兵庫,兵庫,29,14:02
浜名湖,06,20260620,6R,5,4012,A2,中村　　有裕,0,0,0.15,5.96,45.05,57.14,0.00,0.00,0.00,滋賀,滋賀,46,14:02
浜名湖,06,20260620,6R,6,3860,B1,松本　　浩貴,0,0,0.19,3.79,17.28,25.93,4.52,18.52,44.44,埼玉,埼玉,53,14:02
浜名湖,06,20260620,7R,1,4208,A1,三浦　　永理,0,0,0.15,7.10,54.40,75.20,7.17,55.56,71.43,静岡,静岡,43,14:33
浜名湖,06,20260620,7R,2,5182,B1,宮崎　　安奈,0,0,0.14,4.92,28.21,47.44,0.00,0.00,0.00,埼玉,埼玉,28,14:33
浜名湖,06,20260620,7R,3,5254,B1,羽田　　妃希,0,0,0.17,4.05,17.33,32.00,2.70,7.41,18.52,愛知,愛知,23,14:33
浜名湖,06,20260620,7R,4,4478,A2,櫻本　あゆみ,0,0,0.15,6.54,45.26,70.53,5.94,38.71,67.74,群馬,栃木,38,14:33
浜名湖,06,20260620,7R,5,4484,B1,稲生　　夏季,0,0,0.19,4.68,22.97,39.19,3.63,0.00,37.50,東京,東京,35,14:33
浜名湖,06,20260620,7R,6,4819,A2,蜂須　　瑞生,0,0,0.16,5.58,34.91,59.43,5.94,36.11,61.11,群馬,群馬,35,14:33
浜名湖,06,20260620,8R,1,3905,A2,天野　　友和,0,0,0.15,6.49,49.17,70.00,6.20,46.67,66.67,愛知,愛知,48,15:05
浜名湖,06,20260620,8R,2,3293,B1,宮内　由紀英,0,0,0.20,3.40,8.33,26.39,4.27,26.92,38.46,東京,東京,60,15:05
浜名湖,06,20260620,8R,3,5366,B2,塩嶋　　泰空,0,0,0.19,1.34,1.49,1.49,1.00,0.00,0.00,福井,石川,24,15:05
浜名湖,06,20260620,8R,4,4019,A1,笠原　　　亮,0,0,0.16,6.75,46.15,60.68,7.36,57.53,75.34,静岡,静岡,46,15:05
浜名湖,06,20260620,8R,5,3502,B1,渡邉　　英児,0,0,0.18,5.89,39.58,65.63,5.92,41.82,59.09,静岡,静岡,56,15:05
浜名湖,06,20260620,8R,6,4247,B1,齊藤　　　優,0,0,0.16,5.28,29.03,51.61,0.00,0.00,0.00,徳島,徳島,44,15:05
浜名湖,06,20260620,9R,1,5106,B1,山崎　　　祥,0,0,0.19,5.41,30.23,53.49,0.00,0.00,0.00,山口,山口,27,15:38
浜名湖,06,20260620,9R,2,3548,A2,室田　　泰史,0,0,0.12,5.33,36.21,52.59,6.32,40.00,60.00,福井,福井,56,15:38
浜名湖,06,20260620,9R,3,4382,B1,高山　　智至,0,0,0.16,5.06,26.58,46.84,4.58,21.05,42.11,滋賀,京都,41,15:38
浜名湖,06,20260620,9R,4,4737,A2,竹井　　貴史,1,0,0.16,7.55,61.79,81.30,6.78,44.44,66.67,福岡,福岡,34,15:38
浜名湖,06,20260620,9R,5,4930,A2,佐藤　　　悠,0,0,0.14,5.85,40.91,55.45,5.04,34.78,47.83,福井,石川,30,15:38
浜名湖,06,20260620,9R,6,4356,A1,長岡　　良也,0,0,0.15,5.04,32.43,45.95,6.68,47.37,68.42,兵庫,兵庫,42,15:38
浜名湖,06,20260620,10R,1,3333,A2,丸尾　　義孝,0,0,0.14,6.18,44.74,58.77,6.00,42.86,57.14,徳島,徳島,58,16:07
浜名湖,06,20260620,10R,2,4012,A2,中村　　有裕,0,0,0.15,5.96,45.05,57.14,0.00,0.00,0.00,滋賀,滋賀,46,16:07
浜名湖,06,20260620,10R,3,4391,A1,松田　　祐季,0,0,0.17,6.43,45.28,59.43,6.80,60.00,70.00,福井,福井,40,16:07
浜名湖,06,20260620,10R,4,4380,B1,鈴木　　峻佑,0,0,0.17,4.56,27.27,32.95,5.02,33.33,42.11,静岡,静岡,41,16:07
浜名湖,06,20260620,10R,5,4789,A2,古賀　　智之,0,0,0.17,5.82,40.00,59.20,4.24,14.29,42.86,福岡,福岡,36,16:07
浜名湖,06,20260620,10R,6,3896,B1,上田　　洋平,0,0,0.17,5.49,33.73,59.04,5.22,27.78,50.00,滋賀,滋賀,49,16:07
浜名湖,06,20260620,11R,1,4102,A1,益田　　啓司,0,0,0.15,6.42,50.00,62.88,8.45,63.64,100.00,福岡,大分,47,16:35
浜名湖,06,20260620,11R,2,4819,A2,蜂須　　瑞生,0,0,0.16,5.58,34.91,59.43,5.94,36.11,61.11,群馬,群馬,35,16:35
浜名湖,06,20260620,11R,3,4395,B1,下河　　雅史,0,0,0.18,5.15,33.33,47.92,5.64,36.11,52.78,福岡,福岡,40,16:35
浜名湖,06,20260620,11R,4,4618,B1,乃村　　康友,1,0,0.17,5.20,31.87,53.85,4.73,26.83,48.78,三重,香川,43,16:35
浜名湖,06,20260620,11R,5,4903,A1,吉田　凌太朗,0,0,0.15,6.67,51.89,65.09,6.40,50.00,70.00,愛知,愛知,32,16:35
浜名湖,06,20260620,11R,6,3385,A2,渡邉　　睦広,0,0,0.17,5.43,38.89,53.70,5.35,38.24,44.12,東京,神奈川,57,16:35
浜名湖,06,20260620,12R,1,4019,A1,笠原　　　亮,0,0,0.16,6.75,46.15,60.68,7.36,57.53,75.34,静岡,静岡,46,17:02
浜名湖,06,20260620,12R,2,3623,A1,深川　　真二,0,0,0.14,7.55,62.83,79.65,7.80,65.85,75.61,佐賀,佐賀,52,17:02
浜名湖,06,20260620,12R,3,4361,A1,柳生　　泰二,0,0,0.15,7.17,51.40,69.16,7.35,70.00,80.00,山口,山口,41,17:02
浜名湖,06,20260620,12R,4,3952,A1,中澤　　和志,0,0,0.15,6.65,46.56,64.89,6.71,46.94,63.27,埼玉,岩手,49,17:02
浜名湖,06,20260620,12R,5,4208,A1,三浦　　永理,0,0,0.15,7.10,54.40,75.20,7.17,55.56,71.43,静岡,静岡,43,17:02
浜名湖,06,20260620,12R,6,4856,A1,豊田　健士郎,0,0,0.14,7.07,52.24,71.64,6.08,41.67,52.78,三重,三重,30,17:02
