場名,場コード,開催日,レース,枠,登録番号,級別,氏名,F数,L数,平均ST,全国勝率,全国2連率,全国3連率,当地勝率,当地2連率,当地3連率,支部,出身,年齢,締切時刻
津,09,20260620,7R,4,5048,B1,眞鳥　　康太,0,0,0.18,3.97,16.88,33.77,4.79,27.59,48.28,長崎,長崎,32,13:41
津,09,20260620,7R,5,4236,A1,松村　　　敏,0,0,0.11,6.91,53.33,75.00,8.08,64.00,76.00,福岡,熊本,42,13:41
津,09,20260620,7R,6,5107,B1,松本　　真広,0,0,0.17,4.77,28.57,45.71,3.56,16.67,22.22,福岡,熊本,27,13:41
津,09,20260620,8R,1,4892,B1,柴田　　直哉,0,0,0.18,5.17,36.59,50.00,5.28,28.13,62.50,福岡,福岡,35,14:12
津,09,20260620,8R,2,3907,A2,村越　　　篤,0,0,0.17,5.27,35.40,51.33,4.54,30.77,30.77,香川,愛媛,48,14:12
津,09,20260620,8R,3,4369,A2,丹下　　　将,0,0,0.16,5.80,36.75,59.83,5.30,47.83,47.83,愛知,愛知,40,14:12
津,09,20260620,8R,4,5349,B2,宮崎　　奏磨,0,0,0.19,1.46,1.45,1.45,1.21,0.00,0.00,静岡,静岡,22,14:12
津,09,20260620,8R,5,4910,A1,中村　　泰平,0,0,0.15,6.72,53.92,65.69,7.71,71.43,80.95,愛知,愛知,30,14:12
津,09,20260620,8R,6,3652,B1,森下　　　勇,0,0,0.18,3.68,15.94,27.54,3.09,8.70,13.04,群馬,群馬,52,14:12
津,09,20260620,9R,1,4710,A1,福田　　宗平,0,0,0.14,5.67,39.83,55.08,6.21,40.48,64.29,大阪,大阪,36,14:41
津,09,20260620,9R,2,4332,B1,村上　　彰一,0,0,0.19,4.51,26.67,40.00,4.00,21.74,34.78,福岡,福岡,42,14:41
津,09,20260620,9R,3,4359,A2,横川　　聖志,1,0,0.13,5.80,41.18,56.86,3.33,16.67,16.67,徳島,徳島,41,14:41
津,09,20260620,9R,4,4623,B1,中北　　将史,0,0,0.14,4.77,28.57,41.96,4.80,26.56,40.63,三重,三重,41,14:41
津,09,20260620,9R,5,5364,B2,金子　　怜央,0,0,0.18,2.50,4.29,11.43,1.89,5.56,5.56,群馬,群馬,26,14:41
津,09,20260620,9R,6,4654,A2,篠田　　優也,0,0,0.15,6.41,44.90,67.35,6.08,53.85,53.85,兵庫,兵庫,40,14:41
津,09,20260620,10R,1,4736,A1,高倉　　和士,0,0,0.12,6.75,50.93,69.44,7.74,61.90,83.33,福岡,福岡,34,15:13
津,09,20260620,10R,2,5126,A1,山下　　大輝,0,0,0.15,6.50,48.00,65.00,6.47,53.33,73.33,兵庫,兵庫,29,15:13
津,09,20260620,10R,3,4379,A1,桑島　　和宏,0,0,0.16,6.09,39.83,61.02,6.42,42.11,68.42,東京,千葉,41,15:13
津,09,20260620,10R,4,4390,B1,松本　　弓雄,0,0,0.21,4.29,19.00,37.00,0.00,0.00,0.00,徳島,高知,40,15:13
津,09,20260620,10R,5,4875,B1,大塚　　康雅,0,0,0.18,4.94,29.41,45.88,5.33,23.81,61.90,東京,神奈川,31,15:13
津,09,20260620,10R,6,4082,B1,濱崎　　　誠,0,0,0.15,5.75,42.31,58.65,5.55,39.39,54.55,大阪,大阪,46,15:13
津,09,20260620,11R,1,4236,A1,松村　　　敏,0,0,0.11,6.91,53.33,75.00,8.08,64.00,76.00,福岡,熊本,42,15:45
津,09,20260620,11R,2,4174,A1,赤坂　　俊輔,0,0,0.16,6.25,37.90,65.32,7.20,50.00,70.00,長崎,長崎,43,15:45
津,09,20260620,11R,3,4640,A2,山ノ内　雅人,0,0,0.15,6.13,40.16,66.14,5.70,40.00,60.00,福岡,福岡,35,15:45
津,09,20260620,11R,4,5275,A2,松田　　淳平,0,0,0.15,6.71,54.03,68.55,4.79,27.91,40.70,三重,三重,24,15:45
津,09,20260620,11R,5,4951,B1,新田　　洋一,1,0,0.14,5.09,26.67,51.11,7.33,53.33,86.67,広島,広島,32,15:45
津,09,20260620,11R,6,4608,A2,荒井　　翔伍,0,0,0.16,5.89,39.64,61.26,5.57,35.71,57.14,東京,千葉,36,15:45
津,09,20260620,12R,1,4910,A1,中村　　泰平,0,0,0.15,6.72,53.92,65.69,7.71,71.43,80.95,愛知,愛知,30,16:25
津,09,20260620,12R,2,4583,A2,古田　　祐貴,0,0,0.14,4.94,26.79,45.54,4.45,27.27,36.36,香川,香川,36,16:25
津,09,20260620,12R,3,4366,A1,前沢　　丈史,0,0,0.15,6.81,50.00,72.79,6.33,33.33,55.56,東京,茨城,40,16:25
津,09,20260620,12R,4,4369,A2,丹下　　　将,0,0,0.16,5.80,36.75,59.83,5.30,47.83,47.83,愛知,愛知,40,16:25
津,09,20260620,12R,5,4779,B1,伊倉　　　光,0,0,0.16,5.21,27.38,48.81,4.35,23.53,23.53,東京,神奈川,40,16:25
津,09,20260620,12R,6,4894,B1,原村　　拓也,0,0,0.22,4.88,24.27,49.51,0.00,0.00,0.00,香川,香川,35,16:25
三国,10,20260621,1R,1,4812,A1,西野　　雄貴,0,0,0.13,7.13,53.33,73.33,5.67,33.33,46.67,徳島,徳島,36,08:32
三国,10,20260621,1R,2,4876,B1,梅木　　敬太,0,0,0.18,4.59,26.32,36.84,4.90,31.62,46.15,福井,福井,31,08:32
三国,10,20260621,1R,3,3505,B1,山田　　竜一,0,0,0.14,5.42,32.95,53.41,6.67,45.45,69.70,東京,東京,55,08:32
三国,10,20260621,1R,4,4837,B1,酒井　　陽祐,0,0,0.15,4.33,22.78,41.77,3.58,3.23,22.58,愛知,愛知,37,08:32
三国,10,20260621,1R,5,4693,B1,松下　　誉士,0,0,0.20,4.24,23.53,36.27,3.48,14.29,33.33,福岡,福岡,42,08:32
三国,10,20260621,1R,6,3790,B1,佐口　　達也,0,0,0.20,4.69,24.21,45.26,0.00,0.00,0.00,群馬,群馬,53,08:32
三国,10,20260621,2R,1,4482,A1,守屋　　美穂,1,0,0.16,6.51,46.79,61.47,0.00,0.00,0.00,岡山,岡山,37,08:58
三国,10,20260621,2R,2,4589,A2,塩崎　　桐加,0,0,0.15,5.02,26.80,46.39,7.00,64.29,71.43,三重,三重,34,08:58
三国,10,20260621,2R,3,5272,B1,松田　　真実,0,0,0.18,4.47,24.71,41.18,5.40,30.00,60.00,愛知,愛知,24,08:58
三国,10,20260621,2R,4,5204,B2,宇恵　　有香,0,0,,4.17,14.49,40.58,2.75,0.00,12.50,三重,三重,29,08:58
三国,10,20260621,2R,5,5347,B2,井澤　　聖奈,0,0,0.21,1.77,0.00,4.62,0.00,0.00,0.00,愛知,長野,22,08:58
三国,10,20260621,2R,6,5416,B2,龍田　　真白,0,0,0.19,2.58,6.06,12.12,4.75,25.00,37.50,三重,三重,20,08:58
三国,10,20260621,3R,1,4761,A2,山田　　晃大,0,0,0.13,5.75,35.71,56.35,6.94,43.75,62.50,滋賀,滋賀,36,09:24
三国,10,20260621,3R,2,5321,B2,一色　　颯輝,1,0,0.19,5.01,34.15,46.34,4.24,20.00,33.33,愛知,愛知,24,09:24
三国,10,20260621,3R,3,4190,A1,長嶋　　万記,0,0,0.16,6.90,50.00,70.00,6.25,43.75,56.25,静岡,静岡,45,09:24
三国,10,20260621,3R,4,3564,B1,桑原　　　啓,0,0,0.18,4.40,28.04,41.12,3.79,16.67,29.17,福岡,熊本,56,09:24
三国,10,20260621,3R,5,5036,B1,福田　　翔吾,0,0,0.19,5.31,37.25,52.94,7.00,71.43,71.43,大阪,大阪,28,09:24
三国,10,20260621,3R,6,4866,B1,橋本　　英一,0,0,0.16,3.77,10.77,32.31,4.00,21.05,26.32,福岡,福岡,36,09:24
三国,10,20260621,4R,1,3841,A2,佐々木　和伸,0,0,0.16,6.02,42.59,62.96,0.00,0.00,0.00,徳島,徳島,50,09:50
三国,10,20260621,4R,2,5356,B1,長谷川　　暖,1,0,0.14,4.62,24.66,45.21,3.50,7.14,35.71,岡山,鳥取,21,09:50
三国,10,20260621,4R,3,4793,A2,金子　　　萌,0,0,0.14,6.47,48.36,68.03,5.90,50.00,50.00,静岡,静岡,36,09:50
三国,10,20260621,4R,4,4706,A2,三浦　洋次朗,0,0,0.17,6.10,45.08,58.20,5.55,31.03,55.17,愛知,愛知,37,09:50
三国,10,20260621,4R,5,5085,B1,中村　　栄治,0,0,0.19,5.37,35.80,53.09,4.28,22.63,40.15,福井,福井,27,09:50
三国,10,20260621,4R,6,3507,B1,藤井　　　徹,0,0,0.20,4.15,24.66,35.62,3.82,18.18,27.27,大阪,大阪,55,09:50
三国,10,20260621,5R,1,4466,A2,南　　　佑典,0,0,0.16,5.88,42.31,60.58,5.40,40.00,50.00,三重,三重,39,10:18
三国,10,20260621,5R,2,4727,B1,安部　　慎一,0,0,0.14,4.01,16.90,36.62,4.65,17.65,41.18,福岡,福岡,38,10:18
三国,10,20260621,5R,3,4610,A2,佐藤　　大佑,1,0,0.16,6.17,46.97,56.82,6.00,50.00,50.00,東京,千葉,35,10:18
三国,10,20260621,5R,4,3718,B1,伊達　　正利,0,0,0.17,4.38,22.73,38.64,4.35,15.38,30.77,静岡,静岡,51,10:18
三国,10,20260621,5R,5,4876,B1,梅木　　敬太,0,0,0.18,4.59,26.32,36.84,4.90,31.62,46.15,福井,福井,31,10:18
三国,10,20260621,5R,6,4732,A1,堀本　　和也,0,0,0.11,6.57,45.69,64.66,0.00,0.00,0.00,徳島,徳島,37,10:18
三国,10,20260621,6R,1,5272,B1,松田　　真実,0,0,0.18,4.47,24.71,41.18,5.40,30.00,60.00,愛知,愛知,24,10:44
三国,10,20260621,6R,2,4700,A2,金子　　和之,0,0,0.14,6.15,42.74,63.71,5.75,37.50,56.25,埼玉,新潟,39,10:44
三国,10,20260621,6R,3,4421,B1,森作　　広大,0,0,0.17,3.40,8.57,28.57,5.13,25.00,50.00,東京,茨城,37,10:44
三国,10,20260621,6R,4,4693,B1,松下　　誉士,0,0,0.20,4.24,23.53,36.27,3.48,14.29,33.33,福岡,福岡,42,10:44
三国,10,20260621,6R,5,3965,A2,北中　　元樹,0,0,0.17,6.20,47.24,63.78,4.79,29.17,37.50,滋賀,滋賀,47,10:44
三国,10,20260621,6R,6,4033,A1,伊藤　　将吉,0,0,0.13,6.11,47.22,63.89,6.41,47.06,70.59,静岡,静岡,47,10:44
三国,10,20260621,7R,1,4405,B1,南野　　利騰,0,0,0.16,4.34,15.56,36.67,4.31,22.45,35.71,福井,石川,41,11:12
三国,10,20260621,7R,2,4886,A1,入海　　　馨,0,0,0.14,5.80,30.77,52.75,6.60,50.00,70.00,岡山,岡山,30,11:12
三国,10,20260621,7R,3,3790,B1,佐口　　達也,0,0,0.20,4.69,24.21,45.26,0.00,0.00,0.00,群馬,群馬,53,11:12
三国,10,20260621,7R,4,5416,B2,龍田　　真白,0,0,0.19,2.58,6.06,12.12,4.75,25.00,37.50,三重,三重,20,11:12
三国,10,20260621,7R,5,4761,A2,山田　　晃大,0,0,0.13,5.75,35.71,56.35,6.94,43.75,62.50,滋賀,滋賀,36,11:12
三国,10,20260621,7R,6,4864,B1,小川　日紀太,0,0,0.14,3.73,14.93,28.36,4.32,21.05,42.11,福岡,宮崎,36,11:12
三国,10,20260621,8R,1,4837,B1,酒井　　陽祐,0,0,0.15,4.33,22.78,41.77,3.58,3.23,22.58,愛知,愛知,37,11:48
三国,10,20260621,8R,2,3742,B1,宮地　　秀祈,0,0,0.18,4.92,29.07,45.35,4.91,27.27,54.55,福岡,福岡,51,11:48
三国,10,20260621,8R,3,3841,A2,佐々木　和伸,0,0,0.16,6.02,42.59,62.96,0.00,0.00,0.00,徳島,徳島,50,11:48
三国,10,20260621,8R,4,3833,A1,中辻　　博訓,0,0,0.13,6.30,47.83,66.67,6.88,52.50,71.25,福井,福井,51,11:48
三国,10,20260621,8R,5,5183,B1,中野　　孝二,0,0,0.16,4.90,36.11,44.44,3.88,12.50,41.67,三重,三重,27,11:48
三国,10,20260621,8R,6,3564,B1,桑原　　　啓,0,0,0.18,4.40,28.04,41.12,3.79,16.67,29.17,福岡,熊本,56,11:48
三国,10,20260621,9R,1,3827,B1,今泉　　　徹,0,0,0.17,4.00,13.86,31.68,4.38,16.67,33.33,群馬,群馬,52,12:18
三国,10,20260621,9R,2,5204,B2,宇恵　　有香,0,0,,4.17,14.49,40.58,2.75,0.00,12.50,三重,三重,29,12:18
三国,10,20260621,9R,3,4089,A2,妹尾　　忠幸,0,0,0.15,5.96,36.61,60.71,7.10,50.00,80.00,岡山,岡山,45,12:18
三国,10,20260621,9R,4,4866,B1,橋本　　英一,0,0,0.16,3.77,10.77,32.31,4.00,21.05,26.32,福岡,福岡,36,12:18
三国,10,20260621,9R,5,4610,A2,佐藤　　大佑,1,0,0.16,6.17,46.97,56.82,6.00,50.00,50.00,東京,千葉,35,12:18
三国,10,20260621,9R,6,4706,A2,三浦　洋次朗,0,0,0.17,6.10,45.08,58.20,5.55,31.03,55.17,愛知,愛知,37,12:18
三国,10,20260621,10R,1,4031,B1,飯島　　　誠,0,0,0.17,4.71,29.67,43.96,4.31,23.08,38.46,埼玉,埼玉,47,12:48
三国,10,20260621,10R,2,4793,A2,金子　　　萌,0,0,0.14,6.47,48.36,68.03,5.90,50.00,50.00,静岡,静岡,36,12:48
三国,10,20260621,10R,3,5036,B1,福田　　翔吾,0,0,0.19,5.31,37.25,52.94,7.00,71.43,71.43,大阪,大阪,28,12:48
三国,10,20260621,10R,4,3965,A2,北中　　元樹,0,0,0.17,6.20,47.24,63.78,4.79,29.17,37.50,滋賀,滋賀,47,12:48
三国,10,20260621,10R,5,4466,A2,南　　　佑典,0,0,0.16,5.88,42.31,60.58,5.40,40.00,50.00,三重,三重,39,12:48
三国,10,20260621,10R,6,5061,B1,中村　　駿平,1,0,0.15,3.02,9.88,19.75,2.60,0.00,30.00,愛知,愛知,29,12:48
三国,10,20260621,11R,1,3505,B1,山田　　竜一,0,0,0.14,5.42,32.95,53.41,6.67,45.45,69.70,東京,東京,55,13:20
三国,10,20260621,11R,2,4732,A1,堀本　　和也,0,0,0.11,6.57,45.69,64.66,0.00,0.00,0.00,徳島,徳島,37,13:20
三国,10,20260621,11R,3,5321,B2,一色　　颯輝,1,0,0.19,5.01,34.15,46.34,4.24,20.00,33.33,愛知,愛知,24,13:20
三国,10,20260621,11R,4,4864,B1,小川　日紀太,0,0,0.14,3.73,14.93,28.36,4.32,21.05,42.11,福岡,宮崎,36,13:20
三国,10,20260621,11R,5,4589,A2,塩崎　　桐加,0,0,0.15,5.02,26.80,46.39,7.00,64.29,71.43,三重,三重,34,13:20
三国,10,20260621,11R,6,4700,A2,金子　　和之,0,0,0.14,6.15,42.74,63.71,5.75,37.50,56.25,埼玉,新潟,39,13:20
三国,10,20260621,12R,1,3833,A1,中辻　　博訓,0,0,0.13,6.30,47.83,66.67,6.88,52.50,71.25,福井,福井,51,13:57
三国,10,20260621,12R,2,4033,A1,伊藤　　将吉,0,0,0.13,6.11,47.22,63.89,6.41,47.06,70.59,静岡,静岡,47,13:57
三国,10,20260621,12R,3,4482,A1,守屋　　美穂,1,0,0.16,6.51,46.79,61.47,0.00,0.00,0.00,岡山,岡山,37,13:57
三国,10,20260621,12R,4,4190,A1,長嶋　　万記,0,0,0.16,6.90,50.00,70.00,6.25,43.75,56.25,静岡,静岡,45,13:57
三国,10,20260621,12R,5,4812,A1,西野　　雄貴,0,0,0.13,7.13,53.33,73.33,5.67,33.33,46.67,徳島,徳島,36,13:57
三国,10,20260621,12R,6,4886,A1,入海　　　馨,0,0,0.14,5.80,30.77,52.75,6.60,50.00,70.00,岡山,岡山,30,13:57
びわこ,11,20260620,1R,1,4182,B1,吉田　　和仁,0,0,0.18,4.92,30.19,46.23,4.73,25.17,39.46,滋賀,京都,42,10:31
びわこ,11,20260620,1R,2,3212,B1,亀本　　勇樹,0,0,0.17,4.84,27.91,45.35,4.52,22.22,37.04,広島,広島,64,10:31
びわこ,11,20260620,1R,3,3726,B2,桂林　　　寛,0,0,0.17,5.17,38.33,51.67,0.00,0.00,0.00,福岡,福岡,54,10:31
びわこ,11,20260620,1R,4,4666,B2,日笠　　勝弘,0,0,0.16,3.82,19.70,30.30,4.17,16.67,33.33,大阪,大阪,42,10:31
びわこ,11,20260620,1R,5,4175,B1,川尻　　泰輔,0,0,0.17,5.93,45.65,60.87,4.40,30.00,40.00,埼玉,埼玉,43,10:31
びわこ,11,20260620,1R,6,5471,B2,田中　　　結,0,0,,1.33,0.00,0.00,0.00,0.00,0.00,大阪,大阪,17,10:31
びわこ,11,20260620,2R,1,3412,A2,鈴木　　　博,0,0,0.16,6.74,50.38,74.05,5.74,40.74,51.85,埼玉,埼玉,56,10:58
びわこ,11,20260620,2R,2,4400,B1,加藤　　奈月,0,0,0.19,4.13,17.50,32.50,3.41,7.41,29.63,福井,福井,37,10:58
びわこ,11,20260620,2R,3,4004,B1,山本　　浩輔,0,0,0.19,5.25,31.52,50.00,4.67,25.00,41.67,長崎,長崎,48,10:58
びわこ,11,20260620,2R,4,4823,A1,中村　　桃佳,0,0,0.15,6.94,54.87,69.03,4.00,16.67,33.33,香川,香川,33,10:58
びわこ,11,20260620,2R,5,5323,B1,香川　　陽太,0,0,0.16,4.30,23.75,40.00,3.79,16.18,32.35,滋賀,京都,23,10:58
びわこ,11,20260620,2R,6,3869,B1,井芹　　大志,0,0,0.17,3.95,20.55,35.62,4.80,32.00,48.00,福岡,熊本,50,10:58
びわこ,11,20260620,3R,1,3319,B1,山崎　　義明,0,0,0.17,5.41,37.86,57.28,4.37,15.79,42.11,埼玉,埼玉,59,11:25
びわこ,11,20260620,3R,2,5058,A1,前原　　大道,0,0,0.14,6.90,48.62,66.97,0.00,0.00,0.00,岡山,岡山,29,11:25
びわこ,11,20260620,3R,3,4458,B1,抹香　　雄三,0,0,0.14,5.25,28.95,47.37,5.17,25.00,54.17,広島,広島,40,11:25
びわこ,11,20260620,3R,4,5229,A2,吉川　　晴人,0,0,0.15,5.13,31.19,46.79,5.69,40.66,54.40,滋賀,滋賀,23,11:25
びわこ,11,20260620,3R,5,5380,B2,野田　　亜湖,0,0,0.30,1.22,0.00,0.00,1.11,0.00,0.00,徳島,徳島,21,11:25
びわこ,11,20260620,3R,6,3891,B1,谷口　　健一,0,0,0.18,3.57,12.87,24.75,3.12,15.38,23.08,福井,福井,50,11:25
びわこ,11,20260620,4R,1,4730,A2,土屋　実沙希,0,0,0.17,5.15,29.35,47.83,4.87,21.74,56.52,静岡,静岡,37,11:52
びわこ,11,20260620,4R,2,4257,B1,古川　　　健,0,0,0.16,4.36,22.62,36.90,4.32,18.18,31.82,広島,広島,42,11:52
びわこ,11,20260620,4R,3,4139,B1,丹下　　　健,0,0,0.17,4.38,26.25,42.50,5.17,33.33,44.44,愛知,愛知,45,11:52
びわこ,11,20260620,4R,4,5156,B1,坂野　さくら,0,0,0.19,4.40,18.10,43.81,4.92,28.95,47.37,福井,石川,29,11:52
びわこ,11,20260620,4R,5,4155,A1,長野　壮志郎,0,0,0.16,6.03,45.05,60.36,6.21,42.11,57.89,福岡,福岡,45,11:52
びわこ,11,20260620,4R,6,3701,B1,大西　　隆洋,0,0,0.16,4.04,19.75,32.10,4.18,14.29,32.14,香川,愛媛,53,11:52
びわこ,11,20260620,5R,1,4843,B2,深尾　　巴恵,1,0,0.13,4.62,23.81,39.68,5.80,30.00,40.00,静岡,群馬,33,12:22
びわこ,11,20260620,5R,2,4498,B1,宮本　　夏樹,0,0,0.17,5.40,35.48,50.00,0.00,0.00,0.00,長崎,長崎,38,12:22
びわこ,11,20260620,5R,3,4643,A1,近江　　翔吾,0,0,0.14,6.98,57.61,71.74,5.86,37.93,65.52,香川,大阪,33,12:22
びわこ,11,20260620,5R,4,3730,B1,塩崎　　優司,0,0,0.17,5.08,34.52,52.38,4.24,21.05,42.11,愛知,愛知,54,12:22
びわこ,11,20260620,5R,5,4674,A2,池田　　剛規,0,0,0.15,5.17,30.97,46.02,6.20,40.00,60.00,福岡,福岡,38,12:22
びわこ,11,20260620,5R,6,5471,B2,田中　　　結,0,0,,1.33,0.00,0.00,0.00,0.00,0.00,大阪,大阪,17,12:22
びわこ,11,20260620,6R,1,3708,B1,岡部　　貴司,0,0,0.15,4.87,24.44,45.56,5.90,30.00,70.00,岡山,岡山,52,12:57
びわこ,11,20260620,6R,2,4666,B2,日笠　　勝弘,0,0,0.16,3.82,19.70,30.30,4.17,16.67,33.33,大阪,大阪,42,12:57
びわこ,11,20260620,6R,3,4544,A1,松田　大志郎,1,0,0.16,7.58,60.00,76.80,7.17,60.87,73.91,福岡,福岡,38,12:57
びわこ,11,20260620,6R,4,3809,B1,吉田　　　光,0,0,0.17,4.14,14.04,40.35,5.09,27.27,54.55,佐賀,佐賀,51,12:57
びわこ,11,20260620,6R,5,4469,A2,土山　　卓也,0,0,0.16,5.97,41.84,58.16,0.00,0.00,0.00,福井,福井,39,12:57
びわこ,11,20260620,6R,6,5295,B1,田上　　　凜,2,0,0.20,4.81,30.00,42.22,2.70,8.45,16.90,大阪,和歌山,24,12:57
びわこ,11,20260620,7R,1,3503,B1,堂原　　洋史,0,0,0.16,3.74,13.10,26.19,4.11,0.00,42.11,埼玉,千葉,56,13:30
びわこ,11,20260620,7R,2,4495,A2,森　　晋太郎,0,0,0.13,4.86,24.49,42.86,7.11,55.56,77.78,福岡,福岡,39,13:30
びわこ,11,20260620,7R,3,3282,B1,池本　　輝明,0,0,0.20,4.63,24.75,38.61,3.44,11.11,11.11,広島,広島,59,13:30
びわこ,11,20260620,7R,4,4294,A1,古賀　　繁輝,0,0,0.14,6.23,45.00,59.00,5.88,43.75,50.00,佐賀,佐賀,39,13:30
びわこ,11,20260620,7R,5,4138,B1,中井　　俊祐,0,0,0.17,4.84,29.29,45.45,0.00,0.00,0.00,大阪,大阪,45,13:30
びわこ,11,20260620,7R,6,3726,B2,桂林　　　寛,0,0,0.17,5.17,38.33,51.67,0.00,0.00,0.00,福岡,福岡,54,13:30
びわこ,11,20260620,8R,1,4487,B1,三原　　　司,0,0,0.18,4.80,26.37,46.15,4.70,26.09,47.83,福岡,福岡,40,14:00
びわこ,11,20260620,8R,2,4823,A1,中村　　桃佳,0,0,0.15,6.94,54.87,69.03,4.00,16.67,33.33,香川,香川,33,14:00
びわこ,11,20260620,8R,3,5139,A2,大場　　恒季,1,0,0.14,6.36,49.09,61.82,7.06,52.94,64.71,愛知,愛知,25,14:00
びわこ,11,20260620,8R,4,4458,B1,抹香　　雄三,0,0,0.14,5.25,28.95,47.37,5.17,25.00,54.17,広島,広島,40,14:00
びわこ,11,20260620,8R,5,4942,A2,柴田　　朋哉,0,0,0.14,5.35,33.66,54.46,4.30,13.04,34.78,福岡,福岡,35,14:00
びわこ,11,20260620,8R,6,4563,B1,齋藤　　真之,0,0,0.18,4.06,22.22,33.33,5.00,30.00,50.00,岡山,岡山,38,14:00
びわこ,11,20260620,9R,1,5229,A2,吉川　　晴人,0,0,0.15,5.13,31.19,46.79,5.69,40.66,54.40,滋賀,滋賀,23,14:31
びわこ,11,20260620,9R,2,3869,B1,井芹　　大志,0,0,0.17,3.95,20.55,35.62,4.80,32.00,48.00,福岡,熊本,50,14:31
びわこ,11,20260620,9R,3,3701,B1,大西　　隆洋,0,0,0.16,4.04,19.75,32.10,4.18,14.29,32.14,香川,愛媛,53,14:31
びわこ,11,20260620,9R,4,3212,B1,亀本　　勇樹,0,0,0.17,4.84,27.91,45.35,4.52,22.22,37.04,広島,広島,64,14:31
びわこ,11,20260620,9R,5,4090,A1,中村　　　尊,0,0,0.13,4.94,25.71,44.29,5.10,33.33,53.33,埼玉,埼玉,45,14:31
びわこ,11,20260620,9R,6,3436,A2,柏野　　幸二,1,0,0.12,5.84,36.00,60.00,5.48,37.04,51.85,岡山,岡山,57,14:31
びわこ,11,20260620,10R,1,4674,A2,池田　　剛規,0,0,0.15,5.17,30.97,46.02,6.20,40.00,60.00,福岡,福岡,38,15:03
びわこ,11,20260620,10R,2,3891,B1,谷口　　健一,0,0,0.18,3.57,12.87,24.75,3.12,15.38,23.08,福井,福井,50,15:03
びわこ,11,20260620,10R,3,3412,A2,鈴木　　　博,0,0,0.16,6.74,50.38,74.05,5.74,40.74,51.85,埼玉,埼玉,56,15:03
びわこ,11,20260620,10R,4,4182,B1,吉田　　和仁,0,0,0.18,4.92,30.19,46.23,4.73,25.17,39.46,滋賀,京都,42,15:03
びわこ,11,20260620,10R,5,4139,B1,丹下　　　健,0,0,0.17,4.38,26.25,42.50,5.17,33.33,44.44,愛知,愛知,45,15:03
びわこ,11,20260620,10R,6,4544,A1,松田　大志郎,1,0,0.16,7.58,60.00,76.80,7.17,60.87,73.91,福岡,福岡,38,15:03
びわこ,11,20260620,11R,1,4155,A1,長野　壮志郎,0,0,0.16,6.03,45.05,60.36,6.21,42.11,57.89,福岡,福岡,45,15:39
びわこ,11,20260620,11R,2,4469,A2,土山　　卓也,0,0,0.16,5.97,41.84,58.16,0.00,0.00,0.00,福井,福井,39,15:39
びわこ,11,20260620,11R,3,4175,B1,川尻　　泰輔,0,0,0.17,5.93,45.65,60.87,4.40,30.00,40.00,埼玉,埼玉,43,15:39
びわこ,11,20260620,11R,4,4843,B2,深尾　　巴恵,1,0,0.13,4.62,23.81,39.68,5.80,30.00,40.00,静岡,群馬,33,15:39
びわこ,11,20260620,11R,5,5058,A1,前原　　大道,0,0,0.14,6.90,48.62,66.97,0.00,0.00,0.00,岡山,岡山,29,15:39
びわこ,11,20260620,11R,6,4495,A2,森　　晋太郎,0,0,0.13,4.86,24.49,42.86,7.11,55.56,77.78,福岡,福岡,39,15:39
びわこ,11,20260620,12R,1,4294,A1,古賀　　繁輝,0,0,0.14,6.23,45.00,59.00,5.88,43.75,50.00,佐賀,佐賀,39,16:20
びわこ,11,20260620,12R,2,4942,A2,柴田　　朋哉,0,0,0.14,5.35,33.66,54.46,4.30,13.04,34.78,福岡,福岡,35,16:20
びわこ,11,20260620,12R,3,4730,A2,土屋　実沙希,0,0,0.17,5.15,29.35,47.83,4.87,21.74,56.52,静岡,静岡,37,16:20
びわこ,11,20260620,12R,4,4004,B1,山本　　浩輔,0,0,0.19,5.25,31.52,50.00,4.67,25.00,41.67,長崎,長崎,48,16:20
びわこ,11,20260620,12R,5,3319,B1,山崎　　義明,0,0,0.17,5.41,37.86,57.28,4.37,15.79,42.11,埼玉,埼玉,59,16:20
びわこ,11,20260620,12R,6,4643,A1,近江　　翔吾,0,0,0.14,6.98,57.61,71.74,5.86,37.93,65.52,香川,大阪,33,16:20
住之江,12,20260617,1R,1,3660,B1,長谷川　親王,0,0,0.21,2.94,6.15,16.92,4.06,11.11,33.33,香川,香川,56,15:16
住之江,12,20260617,1R,2,4292,A1,麻生　　慎介,0,0,0.14,6.38,43.88,63.27,7.00,37.50,75.00,広島,広島,41,15:16
住之江,12,20260617,1R,3,4683,B2,向井田　直弥,0,0,0.14,3.53,22.22,26.67,5.14,14.29,42.86,広島,広島,35,15:16
住之江,12,20260617,1R,4,5303,B1,土井　　歩夢,0,0,0.17,5.70,33.73,56.63,0.00,0.00,0.00,福岡,福岡,23,15:16
住之江,12,20260617,1R,5,5124,B2,上瀧　　絢也,0,0,0.18,4.37,22.39,41.79,1.88,0.00,0.00,佐賀,佐賀,30,15:16
住之江,12,20260617,1R,6,4439,B1,近藤　　友宝,1,0,0.17,4.38,22.22,37.78,3.38,12.50,12.50,埼玉,埼玉,39,15:16
住之江,12,20260617,2R,1,3211,B1,北川　　敏弘,0,0,0.18,4.21,19.35,29.03,3.87,6.67,33.33,佐賀,佐賀,64,15:44
住之江,12,20260617,2R,2,4969,B1,町田　　洸希,0,0,0.16,4.56,20.69,45.98,5.15,30.00,55.00,長崎,長崎,35,15:44
