登録番号,集計開始,集計終了,出走数,1着数,逃げ,差し,まくり,まくり差し,抜き,恵まれ,まくり率,差し率,前づけ平均,前づけ率
4213,2025-12-27,2026-06-27,95,7,2,0,5,0,0,0,71.4,0.0,-0.41,0.0
4214,2025-12-27,2026-06-27,113,21,15,4,0,1,1,0,0.0,19.0,0.06,0.9
4215,2025-12-27,2026-06-27,119,26,14,0,2,9,0,1,7.7,0.0,0.01,0.0
4216,2025-12-27,2026-06-27,107,9,9,0,0,0,0,0,0.0,0.0,-0.15,0.0
4218,2025-12-27,2026-06-27,127,29,15,7,2,4,1,0,6.9,24.1,0.35,10.2
4219,2025-12-27,2026-06-27,106,5,3,1,0,0,1,0,0.0,20.0,-0.03,0.0
4220,2025-12-27,2026-06-27,86,16,8,1,3,3,1,0,18.8,6.2,0.06,0.0
4224,2025-12-27,2026-06-27,130,18,9,6,1,1,1,0,5.6,33.3,0.05,0.8
4225,2025-12-27,2026-06-27,92,22,12,3,2,1,4,0,9.1,13.6,0.13,2.2
4226,2025-12-27,2026-06-27,104,13,10,0,2,1,0,0,15.4,0.0,0.06,1.0
4227,2025-12-27,2026-06-27,135,28,19,1,5,2,1,0,17.9,3.6,0.06,0.7
4228,2025-12-27,2026-06-27,143,32,14,4,7,4,2,1,21.9,12.5,-0.08,0.0
4229,2025-12-27,2026-06-27,91,4,2,1,0,0,1,0,0.0,25.0,0.02,1.1
4230,2025-12-27,2026-06-27,79,24,12,0,8,3,1,0,33.3,0.0,0.0,1.3
4231,2025-12-27,2026-06-27,136,21,10,4,3,3,1,0,14.3,19.0,0.05,2.3
4232,2025-12-27,2026-06-27,103,23,5,3,9,4,2,0,39.1,13.0,-0.04,1.0
4233,2025-12-27,2026-06-27,135,33,16,5,6,5,1,0,18.2,15.2,0.0,0.8
4234,2025-12-27,2026-06-27,88,11,6,0,3,1,1,0,27.3,0.0,-0.05,0.0
4236,2025-12-27,2026-06-27,137,43,30,3,7,3,0,0,16.3,7.0,0.02,0.0
4237,2025-12-27,2026-06-27,133,38,18,3,6,8,3,0,15.8,7.9,0.08,2.3
4238,2025-12-27,2026-06-27,96,46,28,5,4,7,2,0,8.7,10.9,0.45,13.5
4239,2025-12-27,2026-06-27,109,24,14,4,1,3,2,0,4.2,16.7,0.06,0.0
4240,2025-12-27,2026-06-27,101,17,7,6,0,2,2,0,0.0,35.3,0.0,0.0
4241,2025-12-27,2026-06-27,134,21,13,1,4,3,0,0,19.0,4.8,-0.04,0.8
4243,2025-12-27,2026-06-27,116,21,11,3,1,4,2,0,4.8,14.3,-0.03,0.9
4244,2025-12-27,2026-06-27,42,2,2,0,0,0,0,0,0.0,0.0,-0.05,0.0
4245,2025-12-27,2026-06-27,97,12,5,2,1,2,1,1,8.3,16.7,-0.03,0.0
4246,2025-12-27,2026-06-27,105,5,2,3,0,0,0,0,0.0,60.0,0.02,0.0
4247,2025-12-27,2026-06-27,103,13,4,1,4,2,2,0,30.8,7.7,0.0,0.0
4248,2025-12-27,2026-06-27,97,5,2,0,2,1,0,0,40.0,0.0,0.01,0.0
4251,2025-12-27,2026-06-27,111,10,5,3,0,2,0,0,0.0,30.0,-0.11,0.0
4252,2025-12-27,2026-06-27,101,11,6,1,4,0,0,0,36.4,9.1,-0.1,0.0
4253,2025-12-27,2026-06-27,120,8,7,1,0,0,0,0,0.0,12.5,-0.01,0.0
4254,2025-12-27,2026-06-27,71,13,7,0,2,3,1,0,15.4,0.0,0.0,0.0
4256,2025-12-27,2026-06-27,145,35,23,6,2,2,2,0,5.7,17.1,0.01,0.7
4257,2025-12-27,2026-06-27,94,12,6,0,2,3,1,0,16.7,0.0,-0.1,0.0
4258,2025-12-27,2026-06-27,102,12,7,4,1,0,0,0,8.3,33.3,-0.07,0.0
4259,2025-12-27,2026-06-27,148,27,18,5,1,1,2,0,3.7,18.5,0.06,1.4
4260,2025-12-27,2026-06-27,117,17,10,2,3,1,1,0,17.6,11.8,-0.07,0.0
4261,2025-12-27,2026-06-27,136,25,17,1,1,5,1,0,4.0,4.0,0.01,0.7
4262,2025-12-27,2026-06-27,146,46,26,11,4,4,1,0,8.7,23.9,0.02,0.7
4263,2025-12-27,2026-06-27,107,16,9,3,0,3,0,1,0.0,18.8,-0.09,0.0
4264,2025-12-27,2026-06-27,138,41,24,6,6,3,2,0,14.6,14.6,0.04,0.7
4266,2025-12-27,2026-06-27,124,33,22,3,2,4,2,0,6.1,9.1,0.07,0.0
4268,2025-12-27,2026-06-27,58,2,0,0,1,0,1,0,50.0,0.0,-0.02,0.0
4269,2025-12-27,2026-06-27,126,34,11,4,7,8,3,1,20.6,11.8,0.1,1.6
4270,2025-12-27,2026-06-27,87,13,9,0,3,1,0,0,23.1,0.0,-0.01,0.0
4271,2025-12-27,2026-06-27,119,8,3,1,1,3,0,0,12.5,12.5,-0.05,0.8
4272,2025-12-27,2026-06-27,85,9,1,4,1,1,2,0,11.1,44.4,-0.11,0.0
4273,2025-12-27,2026-06-27,110,16,10,2,3,0,0,1,18.8,12.5,-0.03,0.0
4274,2025-12-27,2026-06-27,111,11,5,3,1,2,0,0,9.1,27.3,-0.1,0.0
4275,2025-12-27,2026-06-27,78,1,1,0,0,0,0,0,0.0,0.0,-0.09,0.0
4276,2025-12-27,2026-06-27,113,29,10,3,10,3,3,0,34.5,10.3,-0.06,0.0
4277,2025-12-27,2026-06-27,95,16,8,0,6,1,1,0,37.5,0.0,-0.19,0.0
4278,2025-12-27,2026-06-27,142,45,24,10,1,7,3,0,2.2,22.2,0.01,0.0
4281,2025-12-27,2026-06-27,97,14,10,2,0,1,1,0,0.0,14.3,-0.01,0.0
4283,2025-12-27,2026-06-27,78,3,1,1,1,0,0,0,33.3,33.3,-0.03,0.0
4286,2025-12-27,2026-06-27,151,23,11,4,2,2,4,0,8.7,17.4,0.11,2.7
4287,2025-12-27,2026-06-27,111,20,13,3,2,0,2,0,10.0,15.0,0.0,0.9
4288,2025-12-27,2026-06-27,143,55,26,3,17,5,3,1,30.9,5.5,0.0,0.0
4289,2025-12-27,2026-06-27,136,35,19,4,7,2,2,1,20.0,11.4,0.0,0.8
4290,2025-12-27,2026-06-27,138,36,21,5,3,4,2,1,8.3,13.9,-0.03,0.0
4292,2025-12-27,2026-06-27,116,31,15,5,4,6,1,0,12.9,16.1,-0.01,0.0
4293,2025-12-27,2026-06-27,117,13,9,3,0,0,1,0,0.0,23.1,-0.01,0.0
4294,2025-12-27,2026-06-27,122,35,16,2,12,5,0,0,34.3,5.7,-0.07,0.8
4295,2025-12-27,2026-06-27,145,45,26,3,10,3,3,0,22.2,6.7,0.01,0.0
4296,2025-12-27,2026-06-27,52,13,8,2,1,1,1,0,7.7,15.4,0.04,2.0
4297,2025-12-27,2026-06-27,130,32,16,1,7,6,2,0,21.9,3.1,0.01,0.8
4298,2025-12-27,2026-06-27,139,22,14,0,3,2,3,0,13.6,0.0,0.04,1.5
4299,2025-12-27,2026-06-27,91,5,2,2,0,1,0,0,0.0,40.0,-0.08,0.0
4300,2025-12-27,2026-06-27,115,12,6,3,1,2,0,0,8.3,25.0,0.01,0.0
4301,2025-12-27,2026-06-27,84,5,4,1,0,0,0,0,0.0,20.0,0.24,2.4
4302,2025-12-27,2026-06-27,125,38,21,6,5,4,1,1,13.2,15.8,0.42,12.5
4303,2025-12-27,2026-06-27,89,8,3,1,1,1,2,0,12.5,12.5,-0.02,0.0
4305,2025-12-27,2026-06-27,104,39,17,5,8,5,4,0,20.5,12.8,0.05,1.9
4306,2025-12-27,2026-06-27,97,8,4,2,2,0,0,0,25.0,25.0,0.02,1.0
4308,2025-12-27,2026-06-27,144,41,24,7,2,7,1,0,4.9,17.1,0.04,1.4
4311,2025-12-27,2026-06-27,146,45,25,3,5,4,7,1,11.1,6.7,0.07,1.4
4313,2025-12-27,2026-06-27,116,25,13,2,8,0,2,0,32.0,8.0,-0.02,0.0
4314,2025-12-27,2026-06-27,116,26,19,1,2,2,2,0,7.7,3.8,-0.02,0.0
4315,2025-12-27,2026-06-27,107,18,7,2,7,1,0,1,38.9,11.1,-0.04,0.0
4317,2025-12-27,2026-06-27,112,16,9,4,2,0,1,0,12.5,25.0,0.01,0.0
4318,2025-12-27,2026-06-27,102,11,7,2,0,0,1,1,0.0,18.2,-0.05,0.0
4319,2025-12-27,2026-06-27,123,21,14,1,3,2,1,0,14.3,4.8,-0.05,0.0
4320,2025-12-27,2026-06-27,107,33,23,5,5,0,0,0,15.2,15.2,0.14,3.7
4323,2025-12-27,2026-06-27,115,17,7,4,2,2,2,0,11.8,23.5,-0.03,0.9
4324,2025-12-27,2026-06-27,150,59,36,8,3,10,2,0,5.1,13.6,0.62,16.8
4325,2025-12-27,2026-06-27,85,5,3,0,2,0,0,0,40.0,0.0,-0.1,0.0
4327,2025-12-27,2026-06-27,105,5,4,0,1,0,0,0,20.0,0.0,-0.03,0.0
4329,2025-12-27,2026-06-27,103,9,7,1,0,1,0,0,0.0,11.1,-0.05,0.0
4330,2025-12-27,2026-06-27,130,32,19,1,7,4,1,0,21.9,3.1,0.1,3.9
4331,2025-12-27,2026-06-27,126,31,19,8,1,2,1,0,3.2,25.8,0.0,1.6
4332,2025-12-27,2026-06-27,95,8,3,2,1,0,2,0,12.5,25.0,-0.09,0.0
4335,2025-12-27,2026-06-27,112,35,19,5,4,6,1,0,11.4,14.3,-0.03,0.0
4336,2025-12-27,2026-06-27,95,11,9,0,1,1,0,0,9.1,0.0,-0.02,0.0
4337,2025-12-27,2026-06-27,157,45,28,3,4,5,3,2,8.9,6.7,0.04,0.6
4339,2025-12-27,2026-06-27,95,5,3,1,0,0,1,0,0.0,20.0,-0.01,0.0
4340,2025-12-27,2026-06-27,9,1,0,1,0,0,0,0,0.0,100.0,-0.11,0.0
4342,2025-12-27,2026-06-27,122,37,15,6,6,6,4,0,16.2,16.2,0.0,0.8
4343,2025-12-27,2026-06-27,95,11,5,1,1,0,4,0,9.1,9.1,-0.02,0.0
4344,2025-12-27,2026-06-27,122,29,15,2,5,5,2,0,17.2,6.9,0.04,0.0
4345,2025-12-27,2026-06-27,127,24,15,1,3,3,2,0,12.5,4.2,-0.04,0.0
4346,2025-12-27,2026-06-27,118,20,9,3,3,0,5,0,15.0,15.0,-0.11,0.0
4347,2025-12-27,2026-06-27,109,20,12,1,5,0,2,0,25.0,5.0,0.01,0.0
4348,2025-12-27,2026-06-27,118,14,9,3,1,0,1,0,7.1,21.4,0.0,0.9
4349,2025-12-27,2026-06-27,95,7,3,1,2,0,0,1,28.6,14.3,-0.08,0.0
4350,2025-12-27,2026-06-27,119,41,24,4,9,2,2,0,22.0,9.8,0.15,3.4
4351,2025-12-27,2026-06-27,159,59,31,10,8,5,3,2,13.6,16.9,0.02,1.3
4352,2025-12-27,2026-06-27,74,19,10,2,0,5,1,1,0.0,10.5,-0.03,0.0
4355,2025-12-27,2026-06-27,67,0,0,0,0,0,0,0,,,-0.17,0.0
4356,2025-12-27,2026-06-27,88,14,11,0,1,2,0,0,7.1,0.0,-0.02,0.0
4357,2025-12-27,2026-06-27,130,35,19,6,3,2,5,0,8.6,17.1,0.29,5.6
4358,2025-12-27,2026-06-27,90,3,2,0,1,0,0,0,33.3,0.0,0.05,0.0
4359,2025-12-27,2026-06-27,113,18,8,2,4,2,1,1,22.2,11.1,0.03,0.0
4360,2025-12-27,2026-06-27,120,22,8,3,5,3,3,0,22.7,13.6,0.04,0.8
4361,2025-12-27,2026-06-27,124,47,24,7,11,4,1,0,23.4,14.9,0.03,3.3
4362,2025-12-27,2026-06-27,101,23,14,6,0,1,2,0,0.0,26.1,0.14,3.0
4363,2025-12-27,2026-06-27,140,25,17,4,1,3,0,0,4.0,16.0,-0.01,0.0
4364,2025-12-27,2026-06-27,115,28,12,4,10,0,2,0,35.7,14.3,0.01,0.0
4365,2025-12-27,2026-06-27,110,26,11,5,8,0,1,1,30.8,19.2,0.02,0.0
4366,2025-12-27,2026-06-27,156,44,23,8,4,7,1,1,9.1,18.2,0.04,0.6
4367,2025-12-27,2026-06-27,79,4,4,0,0,0,0,0,0.0,0.0,-0.11,0.0
4368,2025-12-27,2026-06-27,86,9,5,0,3,1,0,0,33.3,0.0,-0.18,0.0
4369,2025-12-27,2026-06-27,129,25,12,2,4,6,1,0,16.0,8.0,-0.02,0.0
4370,2025-12-27,2026-06-27,110,27,14,2,5,3,2,1,18.5,7.4,0.19,6.4
4371,2025-12-27,2026-06-27,115,25,16,3,2,3,1,0,8.0,12.0,0.04,1.8
4372,2025-12-27,2026-06-27,98,24,13,4,2,4,1,0,8.3,16.7,-0.06,0.0
4373,2025-12-27,2026-06-27,151,33,21,3,5,1,3,0,15.2,9.1,0.03,0.7
4374,2025-12-27,2026-06-27,109,14,5,2,4,2,1,0,28.6,14.3,-0.07,0.0
4375,2025-12-27,2026-06-27,132,29,13,1,3,6,6,0,10.3,3.4,-0.02,0.0
4376,2025-12-27,2026-06-27,146,32,18,4,2,5,3,0,6.2,12.5,-0.01,0.0
4377,2025-12-27,2026-06-27,127,24,15,2,2,2,3,0,8.3,8.3,-0.06,0.0
4379,2025-12-27,2026-06-27,134,22,15,2,2,3,0,0,9.1,9.1,0.03,0.8
4380,2025-12-27,2026-06-27,108,17,10,0,2,5,0,0,11.8,0.0,0.0,0.0
4381,2025-12-27,2026-06-27,102,19,11,3,2,2,0,1,10.5,15.8,-0.01,1.0
4382,2025-12-27,2026-06-27,92,9,4,2,0,1,2,0,0.0,22.2,0.05,1.1
4383,2025-12-27,2026-06-27,136,24,12,2,5,3,2,0,20.8,8.3,-0.04,0.0
4384,2025-12-27,2026-06-27,133,26,17,1,1,5,2,0,3.8,3.8,0.04,0.8
4385,2025-12-27,2026-06-27,65,3,0,1,1,1,0,0,33.3,33.3,0.02,0.0
4387,2025-12-27,2026-06-27,139,39,20,9,5,3,1,1,12.8,23.1,-0.01,0.7
4388,2025-12-27,2026-06-27,149,30,16,3,3,4,3,1,10.0,10.0,-0.04,0.0
4389,2025-12-27,2026-06-27,106,17,5,5,2,3,2,0,11.8,29.4,-0.02,1.0
4390,2025-12-27,2026-06-27,117,14,5,2,3,2,2,0,21.4,14.3,-0.04,0.0
4391,2025-12-27,2026-06-27,120,31,21,4,2,1,2,1,6.5,12.9,0.03,0.8
4393,2025-12-27,2026-06-27,95,7,4,2,0,1,0,0,0.0,28.6,0.01,0.0
4394,2025-12-27,2026-06-27,122,22,14,5,2,0,1,0,9.1,22.7,0.03,0.8
4395,2025-12-27,2026-06-27,110,14,9,0,4,0,1,0,28.6,0.0,-0.06,0.0
4396,2025-12-27,2026-06-27,124,15,8,2,0,4,1,0,0.0,13.3,-0.01,0.0
4397,2025-12-27,2026-06-27,135,43,26,7,3,5,1,1,7.0,16.3,0.23,6.7
4398,2025-12-27,2026-06-27,142,36,23,2,1,7,2,1,2.8,5.6,-0.05,0.0
4400,2025-12-27,2026-06-27,90,2,2,0,0,0,0,0,0.0,0.0,-0.07,0.0
4401,2025-12-27,2026-06-27,108,26,15,2,5,3,1,0,19.2,7.7,-0.02,0.0
4402,2025-12-27,2026-06-27,112,27,16,0,6,3,2,0,22.2,0.0,-0.03,0.0
4403,2025-12-27,2026-06-27,123,29,15,8,3,2,0,1,10.3,27.6,-0.01,0.0
4404,2025-12-27,2026-06-27,89,7,2,0,4,1,0,0,57.1,0.0,-0.05,0.0
4405,2025-12-27,2026-06-27,99,6,4,1,0,1,0,0,0.0,16.7,-0.04,0.0
4406,2025-12-27,2026-06-27,114,16,9,2,2,2,1,0,12.5,12.5,-0.22,0.0
4407,2025-12-27,2026-06-27,109,12,7,3,1,0,1,0,8.3,25.0,-0.07,0.0
4408,2025-12-27,2026-06-27,88,7,6,0,0,1,0,0,0.0,0.0,0.0,2.3
4409,2025-12-27,2026-06-27,125,35,22,4,4,4,1,0,11.4,11.4,0.05,0.8
4410,2025-12-27,2026-06-27,123,15,10,0,5,0,0,0,33.3,0.0,0.08,3.4
4411,2025-12-27,2026-06-27,137,24,15,3,3,3,0,0,12.5,12.5,-0.08,0.0
4413,2025-12-27,2026-06-27,147,23,14,0,8,0,0,1,34.8,0.0,0.14,4.1
4414,2025-12-27,2026-06-27,82,9,3,1,2,2,1,0,22.2,11.1,-0.01,0.0
4415,2025-12-27,2026-06-27,115,36,19,1,9,6,1,0,25.0,2.8,0.02,1.7
4416,2025-12-27,2026-06-27,105,18,6,2,4,5,1,0,22.2,11.1,-0.03,0.0
4417,2025-12-27,2026-06-27,98,13,7,3,1,1,1,0,7.7,23.1,0.01,0.0
4418,2025-12-27,2026-06-27,115,37,27,3,2,3,2,0,5.4,8.1,0.05,1.7
4419,2025-12-27,2026-06-27,94,16,6,4,3,2,1,0,18.8,25.0,0.02,0.0
4420,2025-12-27,2026-06-27,146,21,10,5,5,0,1,0,23.8,23.8,-0.02,0.0
4421,2025-12-27,2026-06-27,76,2,1,0,0,0,1,0,0.0,0.0,-0.1,0.0
4422,2025-12-27,2026-06-27,104,9,6,1,1,1,0,0,11.1,11.1,-0.07,0.0
4423,2025-12-27,2026-06-27,114,19,9,3,1,5,1,0,5.3,15.8,-0.06,0.0
4424,2025-12-27,2026-06-27,135,33,20,4,5,1,2,1,15.2,12.1,0.0,0.0
4425,2025-12-27,2026-06-27,92,7,5,1,0,0,1,0,0.0,14.3,0.01,1.1
4427,2025-12-27,2026-06-27,126,34,19,2,4,7,2,0,11.8,5.9,-0.02,0.0
4428,2025-12-27,2026-06-27,111,23,14,4,4,0,1,0,17.4,17.4,0.05,0.9
4429,2025-12-27,2026-06-27,87,5,3,2,0,0,0,0,0.0,40.0,-0.1,0.0
4430,2025-12-27,2026-06-27,125,25,11,2,6,4,2,0,24.0,8.0,-0.03,0.0
4431,2025-12-27,2026-06-27,77,11,4,3,1,2,1,0,9.1,27.3,-0.07,0.0
